pickup_zone,dropoff_zone,time_interval,pickup_lon,pickup_lat,dropoff_lon,dropoff_lat,color,n
East Harlem North,Upper West Side North,20,-73.9464769,40.8115504,-73.9753676,40.7870106,green,575
Park Slope,Prospect Heights,18,-73.9805817,40.6681038,-73.9668408,40.6774196,green,575
Manhattanville,East Harlem North,10,-73.9558333,40.8169443,-73.9464769,40.8115504,green,574
Astoria,Steinway,8,-73.9234619,40.7643574,-73.9124667,40.7669996,green,573
Central Harlem,Randalls Island,10,-73.9538699,40.7988378,-73.9271644,40.7891291,green,573
East Harlem North,Upper East Side North,8,-73.9464769,40.8115504,-73.9565551,40.7735649,green,572
East Harlem North,Manhattanville,10,-73.9464769,40.8115504,-73.9558333,40.8169443,green,569
Central Harlem,Lincoln Square East,16,-73.9538699,40.7988378,-73.9844722,40.773828,green,566
East Harlem North,Yorkville East,10,-73.9464769,40.8115504,-73.9492079,40.7762231,green,566
Park Slope,Park Slope,20,-73.9805817,40.6681038,-73.9805817,40.6681038,green,565
Boerum Hill,Clinton Hill,20,-73.9844722,40.6848689,-73.9639021,40.6893665,green,564
Elmhurst/Maspeth,Elmhurst,2,-73.8932385,40.7395973,-73.8801301,40.737975,green,563
Elmhurst/Maspeth,East Elmhurst,18,-73.8932385,40.7395973,-73.8713099,40.7737505,green,562
Hamilton Heights,East Harlem North,22,-73.9496079,40.8259597,-73.9464769,40.8115504,green,562
Morningside Heights,Upper West Side North,12,-73.9624327,40.8089564,-73.9753676,40.7870106,green,562
Steinway,Astoria Park,16,-73.9124667,40.7669996,-73.9215888,40.7796684,green,562
Astoria,Queensboro Hill,8,-73.9234619,40.7643574,-73.940358,40.7509287,green,561
Boerum Hill,Park Slope,16,-73.9844722,40.6848689,-73.9805817,40.6681038,green,561
Williamsburg (South Side),Greenpoint,22,-73.9517335,40.7079936,-73.9418603,40.7245448,green,561
Central Harlem,Lincoln Square East,18,-73.9538699,40.7988378,-73.9844722,40.773828,green,560
Jackson Heights,North Corona,22,-73.8830701,40.7556818,-73.8624893,40.7502698,green,560
Morningside Heights,Bloomingdale,12,-73.9624327,40.8089564,-73.9697795,40.7988958,green,560
East Harlem North,Morningside Heights,20,-73.9464769,40.8115504,-73.9624327,40.8089564,green,559
Morningside Heights,Central Harlem,18,-73.9624327,40.8089564,-73.9538699,40.7988378,green,559
East Harlem North,Randalls Island,16,-73.9464769,40.8115504,-73.9271644,40.7891291,green,558
East Harlem North,Upper East Side North,20,-73.9464769,40.8115504,-73.9565551,40.7735649,green,558
Elmhurst/Maspeth,Jackson Heights,12,-73.8932385,40.7395973,-73.8830701,40.7556818,green,558
Hamilton Heights,East Harlem North,6,-73.9496079,40.8259597,-73.9464769,40.8115504,green,558
East Harlem North,Manhattanville,12,-73.9464769,40.8115504,-73.9558333,40.8169443,green,557
East Harlem North,Upper West Side North,14,-73.9464769,40.8115504,-73.9753676,40.7870106,green,557
Randalls Island,Central Harlem,18,-73.9271644,40.7891291,-73.9538699,40.7988378,green,556
Astoria,Queensboro Hill,16,-73.9234619,40.7643574,-73.940358,40.7509287,green,555
Boerum Hill,Fort Greene,18,-73.9844722,40.6848689,-73.9741874,40.6920638,green,554
Williamsburg (North Side),Stuyvesant Heights,0,-73.9634429,40.7190424,-73.9330981,40.6882279,green,554
Jackson Heights,North Corona,20,-73.8830701,40.7556818,-73.8624893,40.7502698,green,553
Rego Park,Corona,20,-73.8624893,40.7255722,-73.8642613,40.7449859,green,553
Williamsburg (North Side),Clinton Hill,22,-73.9634429,40.7190424,-73.9639021,40.6893665,green,553
East Harlem North,Hamilton Heights,2,-73.9464769,40.8115504,-73.9496079,40.8259597,green,552
Prospect Heights,Prospect Heights,18,-73.9668408,40.6774196,-73.9668408,40.6774196,green,552
Washington Heights North,Washington Heights North,14,-73.9393554,40.8417082,-73.9393554,40.8417082,green,552
Elmhurst/Maspeth,Woodside,0,-73.8932385,40.7395973,-73.9036487,40.7512123,green,550
Jackson Heights,Corona,2,-73.8830701,40.7556818,-73.8642613,40.7449859,green,550
Steinway,Jackson Heights,20,-73.9124667,40.7669996,-73.8830701,40.7556818,green,550
Forest Hills,Forest Hills,14,-73.8448469,40.718106,-73.8448469,40.718106,green,549
East Harlem North,Upper West Side North,10,-73.9464769,40.8115504,-73.9753676,40.7870106,green,548
East Harlem North,Randalls Island,14,-73.9464769,40.8115504,-73.9271644,40.7891291,green,545
Boerum Hill,Boerum Hill,20,-73.9844722,40.6848689,-73.9844722,40.6848689,green,542
Central Harlem,Lenox Hill East,16,-73.9538699,40.7988378,-73.9602312,40.7662315,green,542
Morningside Heights,Lincoln Square East,18,-73.9624327,40.8089564,-73.9844722,40.773828,green,541
Prospect Heights,Prospect Heights,20,-73.9668408,40.6774196,-73.9668408,40.6774196,green,540
Steinway,Jackson Heights,18,-73.9124667,40.7669996,-73.8830701,40.7556818,green,540
Williamsburg (North Side),Williamsburg (North Side),14,-73.9634429,40.7190424,-73.9634429,40.7190424,green,540
Elmhurst/Maspeth,Jackson Heights,4,-73.8932385,40.7395973,-73.8830701,40.7556818,green,539
Forest Hills,Briarwood/Jamaica Hills,18,-73.8448469,40.718106,-73.8273848,40.7126936,green,539
Park Slope,Boerum Hill,18,-73.9805817,40.6681038,-73.9844722,40.6848689,green,539
Woodside,Woodside,18,-73.9036487,40.7512123,-73.9036487,40.7512123,green,539
Manhattanville,East Harlem North,12,-73.9558333,40.8169443,-73.9464769,40.8115504,green,538
Marine Park/Floyd Bennett Field,Stuyvesant Heights,18,-73.9441579,40.6781784,-73.9330981,40.6882279,green,537
Woodside,Jackson Heights,18,-73.9036487,40.7512123,-73.8830701,40.7556818,green,537
Elmhurst/Maspeth,Woodside,16,-73.8932385,40.7395973,-73.9036487,40.7512123,green,536
Astoria,Sunnyside,18,-73.9234619,40.7643574,-73.9196324,40.7432759,green,534
Central Harlem,Lenox Hill East,18,-73.9538699,40.7988378,-73.9602312,40.7662315,green,534
Morningside Heights,Upper West Side North,20,-73.9624327,40.8089564,-73.9753676,40.7870106,green,534
Morningside Heights,Lincoln Square East,16,-73.9624327,40.8089564,-73.9844722,40.773828,green,533
Morningside Heights,Upper West Side North,10,-73.9624327,40.8089564,-73.9753676,40.7870106,green,533
Elmhurst/Maspeth,Elmhurst,18,-73.8932385,40.7395973,-73.8801301,40.737975,green,532
East Harlem North,Bloomingdale,12,-73.9464769,40.8115504,-73.9697795,40.7988958,green,531
Williamsburg (North Side),Clinton Hill,0,-73.9634429,40.7190424,-73.9639021,40.6893665,green,531
Williamsburg (South Side),Williamsburg (South Side),20,-73.9517335,40.7079936,-73.9517335,40.7079936,green,531
East Harlem North,Washington Heights North,18,-73.9464769,40.8115504,-73.9393554,40.8417082,green,530
Morningside Heights,Upper West Side North,8,-73.9624327,40.8089564,-73.9753676,40.7870106,green,530
Steinway,East Elmhurst,16,-73.9124667,40.7669996,-73.8713099,40.7737505,green,530
Astoria,Queensboro Hill,18,-73.9234619,40.7643574,-73.940358,40.7509287,green,529
Rego Park,Rego Park,18,-73.8624893,40.7255722,-73.8624893,40.7255722,green,529
Fort Greene,Clinton Hill,16,-73.9741874,40.6920638,-73.9639021,40.6893665,green,528
Washington Heights North,Washington Heights North,16,-73.9393554,40.8417082,-73.9393554,40.8417082,green,528
Astoria,Astoria Park,22,-73.9234619,40.7643574,-73.9215888,40.7796684,green,527
Williamsburg (South Side),Bushwick North,22,-73.9517335,40.7079936,-73.9212858,40.6944282,green,527
East Harlem North,Upper East Side North,14,-73.9464769,40.8115504,-73.9565551,40.7735649,green,526
Williamsburg (North Side),East Williamsburg,0,-73.9634429,40.7190424,-73.9330429,40.7158762,green,526
Morningside Heights,Morningside Heights,18,-73.9624327,40.8089564,-73.9624327,40.8089564,green,525
Park Slope,Park Slope,14,-73.9805817,40.6681038,-73.9805817,40.6681038,green,525
East Harlem North,Yorkville East,8,-73.9464769,40.8115504,-73.9492079,40.7762231,green,524
Williamsburg (North Side),Williamsburg (South Side),16,-73.9634429,40.7190424,-73.9517335,40.7079936,green,524
Astoria,Woodside,18,-73.9234619,40.7643574,-73.9036487,40.7512123,green,523
Elmhurst,Elmhurst,18,-73.8801301,40.737975,-73.8801301,40.737975,green,522
Brooklyn Heights,Cobble Hill,16,-73.9932872,40.6960105,-73.9962255,40.686536,green,521
Central Harlem,Hamilton Heights,14,-73.9538699,40.7988378,-73.9496079,40.8259597,green,521
Central Harlem,Lenox Hill East,14,-73.9538699,40.7988378,-73.9602312,40.7662315,green,520
Morningside Heights,Bloomingdale,20,-73.9624327,40.8089564,-73.9697795,40.7988958,green,519
Central Harlem,Randalls Island,8,-73.9538699,40.7988378,-73.9271644,40.7891291,green,517
Marine Park/Floyd Bennett Field,Marine Park/Floyd Bennett Field,14,-73.9441579,40.6781784,-73.9441579,40.6781784,green,516
Morningside Heights,Morningside Heights,8,-73.9624327,40.8089564,-73.9624327,40.8089564,green,516
Long Island City/Hunters Point,Long Island City/Hunters Point,10,-73.95639,40.74128,-73.95639,40.74128,green,515
Boerum Hill,Clinton Hill,22,-73.9844722,40.6848689,-73.9639021,40.6893665,green,514
Astoria,Astoria Park,16,-73.9234619,40.7643574,-73.9215888,40.7796684,green,513
Boerum Hill,Clinton Hill,16,-73.9844722,40.6848689,-73.9639021,40.6893665,green,513
Stuyvesant Heights,Stuyvesant Heights,20,-73.9330981,40.6882279,-73.9330981,40.6882279,green,511
Elmhurst/Maspeth,Elmhurst/Maspeth,22,-73.8932385,40.7395973,-73.8932385,40.7395973,green,510
Long Island City/Hunters Point,Long Island City/Hunters Point,18,-73.95639,40.74128,-73.95639,40.74128,green,510
Woodside,Jackson Heights,20,-73.9036487,40.7512123,-73.8830701,40.7556818,green,510
Marine Park/Floyd Bennett Field,Marine Park/Floyd Bennett Field,0,-73.9441579,40.6781784,-73.9441579,40.6781784,green,509
Astoria,Sunnyside,20,-73.9234619,40.7643574,-73.9196324,40.7432759,green,508
Park Slope,Prospect Heights,16,-73.9805817,40.6681038,-73.9668408,40.6774196,green,506
Prospect Heights,Marine Park/Floyd Bennett Field,22,-73.9668408,40.6774196,-73.9441579,40.6781784,green,505
Williamsburg (North Side),Stuyvesant Heights,22,-73.9634429,40.7190424,-73.9330981,40.6882279,green,504
East Harlem North,Randalls Island,20,-73.9464769,40.8115504,-73.9271644,40.7891291,green,503
Morningside Heights,Central Harlem,14,-73.9624327,40.8089564,-73.9538699,40.7988378,green,503
East Harlem North,Central Harlem,2,-73.9464769,40.8115504,-73.9538699,40.7988378,green,502
Marine Park/Floyd Bennett Field,Stuyvesant Heights,20,-73.9441579,40.6781784,-73.9330981,40.6882279,green,502
Randalls Island,Central Harlem,14,-73.9271644,40.7891291,-73.9538699,40.7988378,green,501
Washington Heights North,Hamilton Heights,16,-73.9393554,40.8417082,-73.9496079,40.8259597,green,501
East Harlem North,Bloomingdale,22,-73.9464769,40.8115504,-73.9697795,40.7988958,green,500
Long Island City/Hunters Point,Williamsburg (North Side),18,-73.95639,40.74128,-73.9634429,40.7190424,green,500
Morningside Heights,East Harlem North,12,-73.9624327,40.8089564,-73.9464769,40.8115504,green,500
Jackson Heights,Elmhurst/Maspeth,8,-73.8830701,40.7556818,-73.8932385,40.7395973,green,499
Randalls Island,Central Harlem,10,-73.9271644,40.7891291,-73.9538699,40.7988378,green,498
Woodside,Astoria,18,-73.9036487,40.7512123,-73.9234619,40.7643574,green,498
Yorkville East,Central Harlem,8,-73.9492079,40.7762231,-73.9538699,40.7988378,green,497
Morningside Heights,Morningside Heights,14,-73.9624327,40.8089564,-73.9624327,40.8089564,green,496
Steinway,Jackson Heights,22,-73.9124667,40.7669996,-73.8830701,40.7556818,green,496
Boerum Hill,Boerum Hill,16,-73.9844722,40.6848689,-73.9844722,40.6848689,green,495
Park Slope,Prospect Heights,20,-73.9805817,40.6681038,-73.9668408,40.6774196,green,494
Boerum Hill,Prospect Heights,16,-73.9844722,40.6848689,-73.9668408,40.6774196,green,493
East Harlem North,Upper East Side North,12,-73.9464769,40.8115504,-73.9565551,40.7735649,green,492
Elmhurst/Maspeth,Elmhurst/Maspeth,18,-73.8932385,40.7395973,-73.8932385,40.7395973,green,492
Manhattanville,East Harlem North,20,-73.9558333,40.8169443,-73.9464769,40.8115504,green,492
Washington Heights North,Washington Heights North,18,-73.9393554,40.8417082,-73.9393554,40.8417082,green,492
Williamsburg (North Side),Stuyvesant Heights,2,-73.9634429,40.7190424,-73.9330981,40.6882279,green,491
Boerum Hill,Park Slope,14,-73.9844722,40.6848689,-73.9805817,40.6681038,green,490
Downtown Brooklyn/MetroTech,Clinton Hill,18,-73.9861433,40.6942409,-73.9639021,40.6893665,green,490
Williamsburg (South Side),Stuyvesant Heights,22,-73.9517335,40.7079936,-73.9330981,40.6882279,green,489
Downtown Brooklyn/MetroTech,Fort Greene,16,-73.9861433,40.6942409,-73.9741874,40.6920638,green,488
Elmhurst/Maspeth,Elmhurst/Maspeth,20,-73.8932385,40.7395973,-73.8932385,40.7395973,green,488
Elmhurst/Maspeth,North Corona,0,-73.8932385,40.7395973,-73.8624893,40.7502698,green,488
Morningside Heights,Hamilton Heights,16,-73.9624327,40.8089564,-73.9496079,40.8259597,green,488
East Harlem North,Morningside Heights,6,-73.9464769,40.8115504,-73.9624327,40.8089564,green,487
Jackson Heights,Corona,4,-73.8830701,40.7556818,-73.8642613,40.7449859,green,486
Elmhurst,Elmhurst,20,-73.8801301,40.737975,-73.8801301,40.737975,green,484
Williamsburg (North Side),East Williamsburg,2,-73.9634429,40.7190424,-73.9330429,40.7158762,green,484
Astoria,Queensboro Hill,10,-73.9234619,40.7643574,-73.940358,40.7509287,green,483
Prospect Heights,Park Slope,18,-73.9668408,40.6774196,-73.9805817,40.6681038,green,481
Randalls Island,Central Harlem,16,-73.9271644,40.7891291,-73.9538699,40.7988378,green,480
Stuyvesant Heights,Stuyvesant Heights,18,-73.9330981,40.6882279,-73.9330981,40.6882279,green,480
Astoria,Queensboro Hill,14,-73.9234619,40.7643574,-73.940358,40.7509287,green,479
Morningside Heights,Bloomingdale,10,-73.9624327,40.8089564,-73.9697795,40.7988958,green,479
Marine Park/Floyd Bennett Field,Stuyvesant Heights,16,-73.9441579,40.6781784,-73.9330981,40.6882279,green,478
Williamsburg (North Side),Williamsburg (North Side),8,-73.9634429,40.7190424,-73.9634429,40.7190424,green,478
East Harlem North,Washington Heights North,20,-73.9464769,40.8115504,-73.9393554,40.8417082,green,477
Williamsburg (North Side),East Village,0,-73.9634429,40.7190424,-73.9815337,40.7264773,green,477
Woodside,Woodside,20,-73.9036487,40.7512123,-73.9036487,40.7512123,green,477
Forest Hills,Rego Park,14,-73.8448469,40.718106,-73.8624893,40.7255722,green,476
Rego Park,Corona,16,-73.8624893,40.7255722,-73.8642613,40.7449859,green,473
Prospect Heights,Prospect Heights,22,-73.9668408,40.6774196,-73.9668408,40.6774196,green,472
Williamsburg (South Side),Stuyvesant Heights,2,-73.9517335,40.7079936,-73.9330981,40.6882279,green,472
Long Island City/Hunters Point,Williamsburg (North Side),20,-73.95639,40.74128,-73.9634429,40.7190424,green,471
Central Harlem,Randalls Island,22,-73.9538699,40.7988378,-73.9271644,40.7891291,green,470
Hamilton Heights,Washington Heights North,8,-73.9496079,40.8259597,-73.9393554,40.8417082,green,470
Washington Heights North,Washington Heights North,8,-73.9393554,40.8417082,-73.9393554,40.8417082,green,470
Williamsburg (South Side),Williamsburg (North Side),18,-73.9517335,40.7079936,-73.9634429,40.7190424,green,470
Elmhurst/Maspeth,Elmhurst/Maspeth,0,-73.8932385,40.7395973,-73.8932385,40.7395973,green,469
East Harlem North,Bloomingdale,10,-73.9464769,40.8115504,-73.9697795,40.7988958,green,468
Astoria,Jackson Heights,0,-73.9234619,40.7643574,-73.8830701,40.7556818,green,467
Central Harlem,Lincoln Square East,10,-73.9538699,40.7988378,-73.9844722,40.773828,green,467
Randalls Island,Central Harlem,20,-73.9271644,40.7891291,-73.9538699,40.7988378,green,467
Astoria,Sunnyside,22,-73.9234619,40.7643574,-73.9196324,40.7432759,green,466
Jamaica,Jamaica,18,-73.7889689,40.702677,-73.7889689,40.702677,green,466
Morningside Heights,Hamilton Heights,18,-73.9624327,40.8089564,-73.9496079,40.8259597,green,466
Astoria,Woodside,22,-73.9234619,40.7643574,-73.9036487,40.7512123,green,464
Boerum Hill,Fort Greene,20,-73.9844722,40.6848689,-73.9741874,40.6920638,green,464
Forest Hills,Rego Park,0,-73.8448469,40.718106,-73.8624893,40.7255722,green,463
Greenpoint,Williamsburg (North Side),20,-73.9418603,40.7245448,-73.9634429,40.7190424,green,463
Williamsburg (North Side),South Williamsburg,0,-73.9634429,40.7190424,-73.9701967,40.7085692,green,462
Jackson Heights,North Corona,18,-73.8830701,40.7556818,-73.8624893,40.7502698,green,461
Steinway,Astoria Park,0,-73.9124667,40.7669996,-73.9215888,40.7796684,green,461
Elmhurst,Elmhurst,16,-73.8801301,40.737975,-73.8801301,40.737975,green,460
Elmhurst/Maspeth,Elmhurst,16,-73.8932385,40.7395973,-73.8801301,40.737975,green,460
Astoria,Jackson Heights,20,-73.9234619,40.7643574,-73.8830701,40.7556818,green,459
Fort Greene,Clinton Hill,22,-73.9741874,40.6920638,-73.9639021,40.6893665,green,459
Jamaica,Jamaica,22,-73.7889689,40.702677,-73.7889689,40.702677,green,459
Elmhurst/Maspeth,East Elmhurst,14,-73.8932385,40.7395973,-73.8713099,40.7737505,green,458
Marine Park/Floyd Bennett Field,Marine Park/Floyd Bennett Field,12,-73.9441579,40.6781784,-73.9441579,40.6781784,green,458
Woodside,Maspeth,18,-73.9036487,40.7512123,-73.9065883,40.7294018,green,458
Central Harlem,Hamilton Heights,0,-73.9538699,40.7988378,-73.9496079,40.8259597,green,457
Forest Hills,Forest Hills,12,-73.8448469,40.718106,-73.8448469,40.718106,green,457
Hamilton Heights,Morningside Heights,8,-73.9496079,40.8259597,-73.9624327,40.8089564,green,455
Boerum Hill,Marine Park/Floyd Bennett Field,20,-73.9844722,40.6848689,-73.9441579,40.6781784,green,453
Elmhurst,Jackson Heights,18,-73.8801301,40.737975,-73.8830701,40.7556818,green,453
Forest Hills,Briarwood/Jamaica Hills,20,-73.8448469,40.718106,-73.8273848,40.7126936,green,453
Washington Heights North,Hamilton Heights,18,-73.9393554,40.8417082,-73.9496079,40.8259597,green,453
Steinway,Steinway,6,-73.9124667,40.7669996,-73.9124667,40.7669996,green,451
Morningside Heights,Manhattanville,16,-73.9624327,40.8089564,-73.9558333,40.8169443,green,450
Stuyvesant Heights,Stuyvesant Heights,22,-73.9330981,40.6882279,-73.9330981,40.6882279,green,450
Downtown Brooklyn/MetroTech,Fort Greene,20,-73.9861433,40.6942409,-73.9741874,40.6920638,green,449
