pickup_zone,dropoff_zone,time_interval,pickup_lon,pickup_lat,dropoff_lon,dropoff_lat,n
Corona,Elmhurst,18,-73.8642613,40.7449859,-73.8801301,40.737975,134
Downtown Brooklyn/MetroTech,Fort Greene,0,-73.9861433,40.6942409,-73.9741874,40.6920638,134
Downtown Brooklyn/MetroTech,Red Hook,18,-73.9861433,40.6942409,-74.0094471,40.6772802,134
East Harlem North,Central Park,18,-73.9464769,40.8115504,-73.9741874,40.7711329,134
Hamilton Heights,Highbridge Park,18,-73.9496079,40.8259597,-73.9332427,40.8433959,134
Long Island City/Hunters Point,Long Island City/Queens Plaza,8,-73.95639,40.74128,-73.9373702,40.7487173,134
Long Island City/Hunters Point,Queensboro Hill,16,-73.95639,40.74128,-73.940358,40.7509287,134
Marine Park/Floyd Bennett Field,Brownsville,20,-73.9441579,40.6781784,-73.9095279,40.66308,134
Marine Park/Floyd Bennett Field,Fort Greene,14,-73.9441579,40.6781784,-73.9741874,40.6920638,134
Morningside Heights,JFK Airport,14,-73.9624327,40.8089564,-73.7781391,40.6413111,134
Morningside Heights,Yorkville East,10,-73.9624327,40.8089564,-73.9492079,40.7762231,134
North Corona,Jackson Heights,14,-73.8624893,40.7502698,-73.8830701,40.7556818,134
Prospect Heights,Marine Park/Floyd Bennett Field,12,-73.9668408,40.6774196,-73.9441579,40.6781784,134
Randalls Island,Upper East Side North,14,-73.9271644,40.7891291,-73.9565551,40.7735649,134
Rego Park,Elmhurst/Maspeth,14,-73.8624893,40.7255722,-73.8932385,40.7395973,134
Sunnyside,Elmhurst/Maspeth,20,-73.9196324,40.7432759,-73.8932385,40.7395973,134
Williamsburg (North Side),Long Island City/Hunters Point,8,-73.9634429,40.7190424,-73.95639,40.74128,134
Williamsburg (South Side),Lower East Side,22,-73.9517335,40.7079936,-73.9842724,40.715033,134
Williamsburg (South Side),Prospect Heights,2,-73.9517335,40.7079936,-73.9668408,40.6774196,134
Astoria,Roosevelt Island,12,-73.9234619,40.7643574,-73.9509934,40.7605031,135
Brooklyn Heights,Brooklyn Heights,20,-73.9932872,40.6960105,-73.9932872,40.6960105,135
Brooklyn Heights,Clinton Hill,20,-73.9932872,40.6960105,-73.9639021,40.6893665,135
Brooklyn Heights,Downtown Brooklyn/MetroTech,8,-73.9932872,40.6960105,-73.9861433,40.6942409,135
Brooklyn Heights,Little Italy/NoLiTa,14,-73.9932872,40.6960105,-73.9904233,40.7065737,135
Elmhurst/Maspeth,Corona,12,-73.8932385,40.7395973,-73.8642613,40.7449859,135
Jackson Heights,Elmhurst,8,-73.8830701,40.7556818,-73.8801301,40.737975,135
Long Island City/Hunters Point,Central Park,8,-73.95639,40.74128,-73.9741874,40.7711329,135
Manhattanville,Bloomingdale,12,-73.9558333,40.8169443,-73.9697795,40.7988958,135
Manhattanville,Washington Heights North,10,-73.9558333,40.8169443,-73.9393554,40.8417082,135
Morningside Heights,Central Harlem,0,-73.9624327,40.8089564,-73.9538699,40.7988378,135
Park Slope,Fort Greene,22,-73.9805817,40.6681038,-73.9741874,40.6920638,135
Rego Park,North Corona,12,-73.8624893,40.7255722,-73.8624893,40.7502698,135
South Williamsburg,Clinton Hill,22,-73.9701967,40.7085692,-73.9639021,40.6893665,135
South Williamsburg,East Village,0,-73.9701967,40.7085692,-73.9815337,40.7264773,135
Stuyvesant Heights,Marine Park/Floyd Bennett Field,12,-73.9330981,40.6882279,-73.9441579,40.6781784,135
Washington Heights North,Hamilton Heights,6,-73.9393554,40.8417082,-73.9496079,40.8259597,135
Washington Heights North,Lincoln Square East,20,-73.9393554,40.8417082,-73.9844722,40.773828,135
Clinton Hill,Flatiron,8,-73.9639021,40.6893665,-73.9896986,40.7410605,136
Cobble Hill,Downtown Brooklyn/MetroTech,12,-73.9962255,40.686536,-73.9861433,40.6942409,136
Cobble Hill,Downtown Brooklyn/MetroTech,22,-73.9962255,40.686536,-73.9861433,40.6942409,136
East Harlem North,Morrisania/Melrose,22,-73.9464769,40.8115504,-73.915231,40.825761,136
Elmhurst/Maspeth,East Elmhurst,2,-73.8932385,40.7395973,-73.8713099,40.7737505,136
Forest Hills,Corona,0,-73.8448469,40.718106,-73.8642613,40.7449859,136
Highbridge Park,Inwood,14,-73.9332427,40.8433959,-73.9212019,40.8677145,136
Long Island City/Hunters Point,Bushwick North,0,-73.95639,40.74128,-73.9212858,40.6944282,136
Long Island City/Hunters Point,Queensboro Hill,12,-73.95639,40.74128,-73.940358,40.7509287,136
Long Island City/Queens Plaza,Astoria,18,-73.9373702,40.7487173,-73.9234619,40.7643574,136
Marine Park/Floyd Bennett Field,Williamsburg (South Side),20,-73.9441579,40.6781784,-73.9517335,40.7079936,136
Park Slope,Marine Park/Floyd Bennett Field,18,-73.9805817,40.6681038,-73.9441579,40.6781784,136
Prospect Heights,Cobble Hill,20,-73.9668408,40.6774196,-73.9962255,40.686536,136
Steinway,Astoria Park,8,-73.9124667,40.7669996,-73.9215888,40.7796684,136
Williamsburg (North Side),Kips Bay,22,-73.9634429,40.7190424,-73.9800645,40.7423292,136
Yorkville East,Yorkville East,22,-73.9492079,40.7762231,-73.9492079,40.7762231,136
Brooklyn Heights,Downtown Brooklyn/MetroTech,20,-73.9932872,40.6960105,-73.9861433,40.6942409,137
Central Harlem,Mott Haven/Port Morris,8,-73.9538699,40.7988378,-73.9218949,40.7992799,137
Cobble Hill,Fort Greene,22,-73.9962255,40.686536,-73.9741874,40.6920638,137
Cobble Hill,Park Slope,0,-73.9962255,40.686536,-73.9805817,40.6681038,137
Cobble Hill,World Trade Center,8,-73.9962255,40.686536,-74.0131196,40.7118011,137
East Williamsburg,Williamsburg (North Side),0,-73.9330429,40.7158762,-73.9634429,40.7190424,137
Forest Hills,Briarwood/Jamaica Hills,10,-73.8448469,40.718106,-73.8273848,40.7126936,137
Fort Greene,Marine Park/Floyd Bennett Field,12,-73.9741874,40.6920638,-73.9441579,40.6781784,137
Hamilton Heights,East Concourse/Concourse Village,16,-73.9496079,40.8259597,-73.919308,40.824062,137
Jackson Heights,Sunnyside,4,-73.8830701,40.7556818,-73.9196324,40.7432759,137
Little Italy/NoLiTa,Hudson Sq,8,-73.9904233,40.7065737,-74.0074731,40.7265834,137
Little Italy/NoLiTa,Midtown Center,8,-73.9904233,40.7065737,-73.9784137,40.7553676,137
Long Island City/Hunters Point,East Elmhurst,4,-73.95639,40.74128,-73.8713099,40.7737505,137
Long Island City/Hunters Point,Midtown Center,8,-73.95639,40.74128,-73.9784137,40.7553676,137
Manhattanville,Washington Heights North,14,-73.9558333,40.8169443,-73.9393554,40.8417082,137
Park Slope,Gowanus,22,-73.9805817,40.6681038,-73.9903489,40.6733364,137
Stuyvesant Heights,Williamsburg (South Side),18,-73.9330981,40.6882279,-73.9517335,40.7079936,137
Sunnyside,Elmhurst/Maspeth,0,-73.9196324,40.7432759,-73.8932385,40.7395973,137
Williamsburg (North Side),Marine Park/Floyd Bennett Field,4,-73.9634429,40.7190424,-73.9441579,40.6781784,137
Yorkville East,Randalls Island,8,-73.9492079,40.7762231,-73.9271644,40.7891291,137
Clinton Hill,Boerum Hill,6,-73.9639021,40.6893665,-73.9844722,40.6848689,138
Clinton Hill,Boerum Hill,22,-73.9639021,40.6893665,-73.9844722,40.6848689,138
Corona,North Corona,2,-73.8642613,40.7449859,-73.8624893,40.7502698,138
Downtown Brooklyn/MetroTech,Stuyvesant Heights,0,-73.9861433,40.6942409,-73.9330981,40.6882279,138
Elmhurst/Maspeth,Old Astoria,2,-73.8932385,40.7395973,-73.892939,40.7328166,138
Gowanus,Prospect Heights,22,-73.9903489,40.6733364,-73.9668408,40.6774196,138
Hamilton Heights,Central Harlem,0,-73.9496079,40.8259597,-73.9538699,40.7988378,138
Jackson Heights,Steinway,20,-73.8830701,40.7556818,-73.9124667,40.7669996,138
Little Italy/NoLiTa,Park Slope,18,-73.9904233,40.7065737,-73.9805817,40.6681038,138
Queensboro Hill,Queensboro Hill,22,-73.940358,40.7509287,-73.940358,40.7509287,138
Randalls Island,Randalls Island,10,-73.9271644,40.7891291,-73.9271644,40.7891291,138
South Williamsburg,Greenpoint,22,-73.9701967,40.7085692,-73.9418603,40.7245448,138
Stuyvesant Heights,Marine Park/Floyd Bennett Field,10,-73.9330981,40.6882279,-73.9441579,40.6781784,138
Sunnyside,Steinway,16,-73.9196324,40.7432759,-73.9124667,40.7669996,138
West Concourse,West Concourse,16,-73.9227554,40.8316761,-73.9227554,40.8316761,138
Williamsburg (North Side),Williamsburg (South Side),8,-73.9634429,40.7190424,-73.9517335,40.7079936,138
Boerum Hill,Williamsburg (North Side),22,-73.9844722,40.6848689,-73.9634429,40.7190424,139
Carroll Gardens,Brooklyn Heights,10,-73.9991637,40.6795331,-73.9932872,40.6960105,139
Central Harlem,Times Sq/Theatre District,12,-73.9538699,40.7988378,-73.9841274,40.7592686,139
Central Harlem,Upper West Side North,0,-73.9538699,40.7988378,-73.9753676,40.7870106,139
Clinton Hill,Marine Park/Floyd Bennett Field,10,-73.9639021,40.6893665,-73.9441579,40.6781784,139
Downtown Brooklyn/MetroTech,Cobble Hill,14,-73.9861433,40.6942409,-73.9962255,40.686536,139
Flushing,Murray Hill-Queens,18,-73.833079,40.7674987,-73.8036752,40.7665245,139
Fort Greene,Downtown Brooklyn/MetroTech,22,-73.9741874,40.6920638,-73.9861433,40.6942409,139
Green-Wood Cemetery,Park Slope,18,-73.995692,40.659017,-73.9805817,40.6681038,139
Greenpoint,Stuyvesant Heights,0,-73.9418603,40.7245448,-73.9330981,40.6882279,139
Hamilton Heights,East Concourse/Concourse Village,10,-73.9496079,40.8259597,-73.919308,40.824062,139
Inwood,Highbridge Park,16,-73.9212019,40.8677145,-73.9332427,40.8433959,139
Long Island City/Queens Plaza,Astoria,22,-73.9373702,40.7487173,-73.9234619,40.7643574,139
Mott Haven/Port Morris,East Harlem North,8,-73.9218949,40.7992799,-73.9464769,40.8115504,139
Prospect Heights,Stuyvesant Heights,16,-73.9668408,40.6774196,-73.9330981,40.6882279,139
Prospect Heights,Williamsburg (North Side),20,-73.9668408,40.6774196,-73.9634429,40.7190424,139
Queensboro Hill,Long Island City/Hunters Point,22,-73.940358,40.7509287,-73.95639,40.74128,139
Randalls Island,Randalls Island,12,-73.9271644,40.7891291,-73.9271644,40.7891291,139
Washington Heights North,Inwood,12,-73.9393554,40.8417082,-73.9212019,40.8677145,139
Westchester Village/Unionport,Soundview/Castle Hill,18,-73.8577346,40.8335462,-73.8498925,40.8271028,139
Woodside,Elmhurst,0,-73.9036487,40.7512123,-73.8801301,40.737975,139
Woodside,Jackson Heights,8,-73.9036487,40.7512123,-73.8830701,40.7556818,139
Boerum Hill,Stuyvesant Heights,14,-73.9844722,40.6848689,-73.9330981,40.6882279,140
Brooklyn Heights,Park Slope,20,-73.9932872,40.6960105,-73.9805817,40.6681038,140
Central Harlem,East Elmhurst,6,-73.9538699,40.7988378,-73.8713099,40.7737505,140
Clinton Hill,Clinton Hill,2,-73.9639021,40.6893665,-73.9639021,40.6893665,140
Clinton Hill,Downtown Brooklyn/MetroTech,18,-73.9639021,40.6893665,-73.9861433,40.6942409,140
Cobble Hill,Gowanus,16,-73.9962255,40.686536,-73.9903489,40.6733364,140
Corona,North Corona,4,-73.8642613,40.7449859,-73.8624893,40.7502698,140
East Harlem North,West Concourse,14,-73.9464769,40.8115504,-73.9227554,40.8316761,140
Elmhurst/Maspeth,Steinway,16,-73.8932385,40.7395973,-73.9124667,40.7669996,140
Forest Hills,Hillcrest/Pomonok,0,-73.8448469,40.718106,-73.8244593,40.7370967,140
Inwood,Highbridge Park,8,-73.9212019,40.8677145,-73.9332427,40.8433959,140
Jackson Heights,Astoria,14,-73.8830701,40.7556818,-73.9234619,40.7643574,140
Jamaica,Saint Albans,18,-73.7889689,40.702677,-73.7654367,40.6894086,140
Little Italy/NoLiTa,Prospect Heights,20,-73.9904233,40.7065737,-73.9668408,40.6774196,140
Long Island City/Hunters Point,Flatiron,8,-73.95639,40.74128,-73.9896986,40.7410605,140
Manhattanville,Washington Heights North,18,-73.9558333,40.8169443,-73.9393554,40.8417082,140
Marine Park/Floyd Bennett Field,Stuyvesant Heights,8,-73.9441579,40.6781784,-73.9330981,40.6882279,140
Prospect Heights,Clinton Hill,10,-73.9668408,40.6774196,-73.9639021,40.6893665,140
Steinway,Long Island City/Queens Plaza,8,-73.9124667,40.7669996,-73.9373702,40.7487173,140
Stuyvesant Heights,Clinton Hill,0,-73.9330981,40.6882279,-73.9639021,40.6893665,140
Stuyvesant Heights,Clinton Hill,22,-73.9330981,40.6882279,-73.9639021,40.6893665,140
Sunnyside,Sunnyside,8,-73.9196324,40.7432759,-73.9196324,40.7432759,140
Williamsburg (North Side),Crown Heights North,0,-73.9634429,40.7190424,-73.9447994,40.6681032,140
Central Harlem,Clinton East,20,-73.9538699,40.7988378,-73.9918181,40.7637581,141
Central Harlem,Flatiron,8,-73.9538699,40.7988378,-73.9896986,40.7410605,141
Central Harlem,Melrose South,14,-73.9538699,40.7988378,-73.9168766,40.8209719,141
Cobble Hill,Clinton Hill,16,-73.9962255,40.686536,-73.9639021,40.6893665,141
East Harlem North,Inwood,16,-73.9464769,40.8115504,-73.9212019,40.8677145,141
Elmhurst/Maspeth,Astoria,0,-73.8932385,40.7395973,-73.9234619,40.7643574,141
Forest Hills,Flushing Meadows-Corona Park,2,-73.8448469,40.718106,-73.8448469,40.7428054,141
Forest Hills,Kew Gardens,14,-73.8448469,40.718106,-73.8272029,40.705695,141
Fort Greene,Flatiron,8,-73.9741874,40.6920638,-73.9896986,40.7410605,141
Greenpoint,East Williamsburg,0,-73.9418603,40.7245448,-73.9330429,40.7158762,141
Highbridge Park,Highbridge Park,10,-73.9332427,40.8433959,-73.9332427,40.8433959,141
Little Italy/NoLiTa,Flatiron,10,-73.9904233,40.7065737,-73.9896986,40.7410605,141
Long Island City/Hunters Point,Queensboro Hill,20,-73.95639,40.74128,-73.940358,40.7509287,141
Manhattanville,Upper West Side North,10,-73.9558333,40.8169443,-73.9753676,40.7870106,141
Prospect Heights,Prospect-Lefferts Gardens,0,-73.9668408,40.6774196,-73.9506774,40.6590448,141
South Williamsburg,Williamsburg (North Side),16,-73.9701967,40.7085692,-73.9634429,40.7190424,141
Stuyvesant Heights,Stuyvesant Heights,6,-73.9330981,40.6882279,-73.9330981,40.6882279,141
Williamsburg (South Side),Williamsburg (South Side),8,-73.9517335,40.7079936,-73.9517335,40.7079936,141
Astoria,Long Island City/Hunters Point,16,-73.9234619,40.7643574,-73.95639,40.74128,142
Downtown Brooklyn/MetroTech,Williamsburg (North Side),16,-73.9861433,40.6942409,-73.9634429,40.7190424,142
East Harlem North,Midtown Center,8,-73.9464769,40.8115504,-73.9784137,40.7553676,142
East Harlem North,West Concourse,16,-73.9464769,40.8115504,-73.9227554,40.8316761,142
Elmhurst,Elmhurst,0,-73.8801301,40.737975,-73.8801301,40.737975,142
Forest Hills,Middle Village,18,-73.8448469,40.718106,-73.87425,40.717372,142
Fort Greene,Bushwick North,20,-73.9741874,40.6920638,-73.9212858,40.6944282,142
Fort Greene,Downtown Brooklyn/MetroTech,6,-73.9741874,40.6920638,-73.9861433,40.6942409,142
Hamilton Heights,Highbridge Park,16,-73.9496079,40.8259597,-73.9332427,40.8433959,142
Hamilton Heights,Highbridge Park,20,-73.9496079,40.8259597,-73.9332427,40.8433959,142
Marine Park/Floyd Bennett Field,Fort Greene,16,-73.9441579,40.6781784,-73.9741874,40.6920638,142
Park Slope,Cobble Hill,20,-73.9805817,40.6681038,-73.9962255,40.686536,142
Sunnyside,Elmhurst/Maspeth,22,-73.9196324,40.7432759,-73.8932385,40.7395973,142
Sunnyside,Woodside,10,-73.9196324,40.7432759,-73.9036487,40.7512123,142
Williamsburg (North Side),Boerum Hill,18,-73.9634429,40.7190424,-73.9844722,40.6848689,142
Williamsburg (North Side),Crown Heights North,22,-73.9634429,40.7190424,-73.9447994,40.6681032,142
Williamsburg (North Side),Greenwich Village North,2,-73.9634429,40.7190424,-74.0027418,40.7335719,142
Williamsburg (North Side),Lower East Side,16,-73.9634429,40.7190424,-73.9842724,40.715033,142
Woodside,Old Astoria,14,-73.9036487,40.7512123,-73.892939,40.7328166,142
Astoria,Long Island City/Hunters Point,22,-73.9234619,40.7643574,-73.95639,40.74128,143
Briarwood/Jamaica Hills,Breezy Point/Fort Tilden/Riis Beach,0,-73.8273848,40.7126936,-73.7948516,40.7282239,143
Brooklyn Heights,Little Italy/NoLiTa,10,-73.9932872,40.6960105,-73.9904233,40.7065737,143
Central Harlem,East Elmhurst,8,-73.9538699,40.7988378,-73.8713099,40.7737505,143
Downtown Brooklyn/MetroTech,Marine Park/Floyd Bennett Field,20,-73.9861433,40.6942409,-73.9441579,40.6781784,143
Downtown Brooklyn/MetroTech,Stuyvesant Heights,22,-73.9861433,40.6942409,-73.9330981,40.6882279,143
Elmhurst/Maspeth,Woodside,6,-73.8932385,40.7395973,-73.9036487,40.7512123,143
Hamilton Heights,Bloomingdale,10,-73.9496079,40.8259597,-73.9697795,40.7988958,143
Hamilton Heights,Upper West Side North,10,-73.9496079,40.8259597,-73.9753676,40.7870106,143
Highbridge Park,Washington Heights North,6,-73.9332427,40.8433959,-73.9393554,40.8417082,143
Long Island City/Hunters Point,Greenpoint,2,-73.95639,40.74128,-73.9418603,40.7245448,143
Manhattanville,Bloomingdale,10,-73.9558333,40.8169443,-73.9697795,40.7988958,143
Marine Park/Floyd Bennett Field,Fort Greene,20,-73.9441579,40.6781784,-73.9741874,40.6920638,143
Rego Park,Rego Park,10,-73.8624893,40.7255722,-73.8624893,40.7255722,143
Sunnyside,Elmhurst/Maspeth,18,-73.9196324,40.7432759,-73.8932385,40.7395973,143
Boerum Hill,Gowanus,0,-73.9844722,40.6848689,-73.9903489,40.6733364,144
Boerum Hill,Gowanus,12,-73.9844722,40.6848689,-73.9903489,40.6733364,144
Boerum Hill,Prospect-Lefferts Gardens,20,-73.9844722,40.6848689,-73.9506774,40.6590448,144
Central Harlem,Lenox Hill East,22,-73.9538699,40.7988378,-73.9602312,40.7662315,144
Central Harlem,Manhattanville,0,-73.9538699,40.7988378,-73.9558333,40.8169443,144
Cobble Hill,Downtown Brooklyn/MetroTech,8,-73.9962255,40.686536,-73.9861433,40.6942409,144
Cobble Hill,Red Hook,18,-73.9962255,40.686536,-74.0094471,40.6772802,144
Downtown Brooklyn/MetroTech,Brooklyn Heights,16,-73.9861433,40.6942409,-73.9932872,40.6960105,144
East Harlem North,Inwood,0,-73.9464769,40.8115504,-73.9212019,40.8677145,144
Elmhurst,North Corona,14,-73.8801301,40.737975,-73.8624893,40.7502698,144
Fort Greene,Park Slope,22,-73.9741874,40.6920638,-73.9805817,40.6681038,144
Fort Greene,Prospect Heights,0,-73.9741874,40.6920638,-73.9668408,40.6774196,144
Hamilton Heights,Morningside Heights,18,-73.9496079,40.8259597,-73.9624327,40.8089564,144
Hamilton Heights,Washington Heights North,2,-73.9496079,40.8259597,-73.9393554,40.8417082,144
Highbridge Park,Highbridge Park,20,-73.9332427,40.8433959,-73.9332427,40.8433959,144
Jackson Heights,Sunnyside,20,-73.8830701,40.7556818,-73.9196324,40.7432759,144
Jackson Heights,Sunnyside,22,-73.8830701,40.7556818,-73.9196324,40.7432759,144
Manhattanville,Central Harlem,22,-73.9558333,40.8169443,-73.9538699,40.7988378,144
Marine Park/Floyd Bennett Field,Fort Greene,8,-73.9441579,40.6781784,-73.9741874,40.6920638,144
Morningside Heights,Times Sq/Theatre District,16,-73.9624327,40.8089564,-73.9841274,40.7592686,144
Steinway,Sunnyside,14,-73.9124667,40.7669996,-73.9196324,40.7432759,144
Washington Heights North,Manhattanville,14,-73.9393554,40.8417082,-73.9558333,40.8169443,144
Williamsburg (North Side),Brooklyn Heights,22,-73.9634429,40.7190424,-73.9932872,40.6960105,144
Yorkville East,Upper West Side North,10,-73.9492079,40.7762231,-73.9753676,40.7870106,144
Bushwick North,Bushwick North,4,-73.9212858,40.6944282,-73.9212858,40.6944282,145
Central Harlem,Flatiron,18,-73.9538699,40.7988378,-73.9896986,40.7410605,145
Downtown Brooklyn/MetroTech,Clinton Hill,10,-73.9861433,40.6942409,-73.9639021,40.6893665,145
Downtown Brooklyn/MetroTech,Downtown Brooklyn/MetroTech,22,-73.9861433,40.6942409,-73.9861433,40.6942409,145
Downtown Brooklyn/MetroTech,Williamsburg (South Side),14,-73.9861433,40.6942409,-73.9517335,40.7079936,145
East Harlem North,Inwood,22,-73.9464769,40.8115504,-73.9212019,40.8677145,145
East Harlem North,Lenox Hill East,22,-73.9464769,40.8115504,-73.9602312,40.7662315,145
Elmhurst/Maspeth,Astoria,16,-73.8932385,40.7395973,-73.9234619,40.7643574,145
Elmhurst/Maspeth,Astoria,20,-73.8932385,40.7395973,-73.9234619,40.7643574,145
Flushing,Flushing,0,-73.833079,40.7674987,-73.833079,40.7674987,145
Forest Hills,Woodhaven,16,-73.8448469,40.718106,-73.8566087,40.6901366,145
Gowanus,Boerum Hill,14,-73.9903489,40.6733364,-73.9844722,40.6848689,145
Gowanus,Boerum Hill,22,-73.9903489,40.6733364,-73.9844722,40.6848689,145
Marine Park/Floyd Bennett Field,Bushwick North,18,-73.9441579,40.6781784,-73.9212858,40.6944282,145
Morningside Heights,East Elmhurst,16,-73.9624327,40.8089564,-73.8713099,40.7737505,145
Morningside Heights,Washington Heights North,22,-73.9624327,40.8089564,-73.9393554,40.8417082,145
